,name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365
19335,Apartamento con cuarto privado en Manhattan,Manuel,Manhattan,Washington Heights,40.85065,-73.93188,Private room,45,2,12,2019-06-05,1,78
19336,Spacious Soho Loft,Rosemary,Manhattan,SoHo,40.7244,-73.99763,Entire home/apt,500,3,3,2015-05-05,1,0
19337,The Moses Suite 2,Nicole/Jason,Brooklyn,Canarsie,40.64078,-73.90575,Entire home/apt,110,2,1,2019-07-01,1,360
19338,Bedroom in Large Artist Loft in Brooklyn,Cyril,Brooklyn,Clinton Hill,40.68987,-73.96095,Private room,49,5,16,2019-01-10,1,0
19339,Entire Apt (1 Bdr) in the Upper East Side 85 St,Heidi,Manhattan,Upper East Side,40.7794,-73.95427,Entire home/apt,119,3,6,2018-08-28,1,0
19340,Huge 1 Bedroom Loft at Habitat 101!,Vida,Brooklyn,Greenpoint,40.72686,-73.94176999999999,Entire home/apt,149,30,7,2018-10-31,52,281
19341,Luxury 2 Bedroom 2 Bath Brownstone in NYC,Susan,Manhattan,Harlem,40.81027,-73.94306,Entire home/apt,175,31,3,2019-04-05,4,274
19342,Modernly Furnished Studio Apt in Midtown NYC,Kara,Manhattan,Midtown,40.75242,-73.97187,Entire home/apt,139,30,0,,121,360
19343,"Victorian Home, Welcoming Comfort",Laura,Brooklyn,Flatbush,40.63066,-73.96495999999999,Private room,115,2,5,2018-03-31,2,358
19344,Charming Room 1 with 2 Beds Close to Metro,Niko,Brooklyn,Bedford-Stuyvesant,40.6847,-73.95532,Private room,70,2,23,2019-06-23,3,293
19345,Great share - central location downtown,Jeff,Manhattan,Lower East Side,40.71952,-73.99313000000001,Private room,71,10,56,2019-05-14,1,131
19346,"Work Friendly, Private Bathroom and Kitchen",Alexander,Brooklyn,Bushwick,40.69538,-73.92501,Private room,59,20,0,,1,0
19347,BRIGHT HARLEM FLOOR THRU,Mel,Manhattan,Harlem,40.81525,-73.94552,Entire home/apt,165,7,86,2019-06-28,3,99
19348,Amazing Luxury on Striver’s Row,Tarvatta,Manhattan,Harlem,40.81858,-73.94524,Private room,125,2,0,,1,125
19349,Sonder | Stock Exchange | Expansive 3BR + Lounge,Sonder (NYC),Manhattan,Financial District,40.70775,-74.01047,Entire home/apt,454,2,11,2019-06-11,327,297
19350,Amazing room in uptown Manhattan,Boris,Manhattan,Washington Heights,40.85008,-73.94277,Private room,85,2,95,2019-07-06,1,321
19351,Beautiful Room in BK!,David And Annette,Brooklyn,Bedford-Stuyvesant,40.68022,-73.91423,Private room,40,2,4,2019-06-12,10,350
19352,AMAZINGLY LOCATED DECORATED ONE BEDROOM CONDO,Edward,Manhattan,Hell's Kitchen,40.76521,-73.98507,Entire home/apt,275,4,0,,1,0
19353,"Greenpoint Haven, 12min walk from 7",Paulina,Brooklyn,Greenpoint,40.73675,-73.95382,Entire home/apt,150,3,0,,1,0
19354,Spacious Nolita 2 Bd w/roof garden,Olivia,Manhattan,Nolita,40.72184,-73.9944,Entire home/apt,300,30,92,2019-06-08,1,106
19355,Artist Hostel III in Bedstuy Brooklyn,Brian,Brooklyn,Bedford-Stuyvesant,40.69625,-73.94856999999999,Shared room,37,2,1,2017-08-19,3,138
19356,"OCEAN Room only for “1 lady”
Solo Travelers !!!!!",Wada,Manhattan,Harlem,40.819790000000005,-73.95297,Private room,55,7,3,2019-06-20,2,182
19357,Spacious Apartment in Astoria,Richard,Queens,Long Island City,40.76398,-73.92969000000001,Entire home/apt,150,3,0,,1,0
19358,Charming 1BD in SoHo,L,Manhattan,SoHo,40.72509,-74.00304,Entire home/apt,250,5,152,2019-06-23,1,109
19359,"Entire 2 bedroom apt ,Prime Williamsburg",Fabio,Brooklyn,Williamsburg,40.71358,-73.95429,Entire home/apt,180,4,94,2019-06-26,1,326
19360,"1,000 Square Foot Apt - in MANHATTAN!",Pooja,Manhattan,Washington Heights,40.85432,-73.93198000000001,Entire home/apt,235,1,28,2019-03-10,3,364
19361,PRIVATE ROOFTOP +BEST LOCATION+COZY,Mariana,Brooklyn,Williamsburg,40.71222,-73.95827,Entire home/apt,145,3,121,2019-07-02,1,45
19362,"Large, sunny Williamsburg room",Bailey,Brooklyn,Williamsburg,40.70727,-73.94025,Private room,75,2,1,2015-09-28,1,0
19363,Modern spacious flat in Manhattan,Rob,Manhattan,Inwood,40.87279,-73.91991,Entire home/apt,99,5,61,2019-04-21,1,1
19364,1 large bedroom with private bathroom,Marwan,Brooklyn,Bushwick,40.69387,-73.91341,Private room,100,5,0,,1,0
19365,International Meeting Place_Room 2,Sinaly,Brooklyn,Flatlands,40.62868,-73.92739,Private room,125,4,13,2019-05-19,5,180
19366,Cozy luxurious & private 1 1/2 bedroom in Brooklyn,Aldric,Brooklyn,Bedford-Stuyvesant,40.68153,-73.9538,Entire home/apt,200,7,8,2019-05-26,2,355
19367,Modern living in old Harlem (the Scream1),Raluca,Manhattan,Harlem,40.82789,-73.93812,Private room,60,30,5,2018-10-13,2,0
19368,Charming Mid-Century Studio,Janet,Brooklyn,Flatbush,40.64815,-73.96486,Entire home/apt,79,2,8,2017-09-05,1,6
19369,Gorgeous renovated Boutique townhouse apartment,Kimberley,Brooklyn,Bedford-Stuyvesant,40.68466,-73.92523,Entire home/apt,180,4,31,2019-06-17,1,339
19370,Bedroom in 3br exposed brick apt w deck & garden,Alexis,Staten Island,Stapleton,40.63705,-74.07722,Private room,80,1,4,2018-10-25,2,29
19371,Lovely Brooklyn Brownstone w Yard,Mercedes,Brooklyn,Bedford-Stuyvesant,40.68432,-73.93226999999999,Entire home/apt,150,30,10,2017-01-03,1,30
19372,"2BR heart of Williamsburg, luxury hipster heaven",Caitlin,Brooklyn,Williamsburg,40.71351,-73.95848000000001,Entire home/apt,319,2,49,2019-06-03,1,82
19373,1BR Avaliable in 3Br Condo,Kaan,Manhattan,Harlem,40.82471,-73.94332,Private room,70,4,27,2019-07-01,2,156
19374,Charming Bohemian Bushwick Apt,Tuva,Brooklyn,Bushwick,40.69167,-73.92169,Private room,48,4,1,2015-08-22,2,0
19375,Bright & Spacious 1br in the Heart of UWS,Tingting,Manhattan,Upper West Side,40.78602,-73.97537,Entire home/apt,167,3,3,2017-10-02,1,0
19376,*NEW*  Modern Sunny Loft in Bushwick/Brooklyn,Melanie,Brooklyn,Bushwick,40.69815,-73.93616,Entire home/apt,120,3,4,2017-01-06,1,157
19377,South Bronx Hideaway,Jenny,Bronx,Soundview,40.82668,-73.8822,Entire home/apt,50,1,2,2017-12-09,2,0
19378,Cozy spacious UES studio,Megan,Manhattan,Upper East Side,40.77574,-73.9524,Entire home/apt,141,1,20,2018-06-05,1,0
19379,Comfortable oasis in the heart of Brooklyn,Thorill,Brooklyn,East Flatbush,40.644740000000006,-73.92296999999999,Entire home/apt,49,2,77,2019-06-23,1,264
19380,Sunny Private Bedroom Near Manhattan,Carolina,Queens,Sunnyside,40.74122,-73.92223,Private room,80,1,11,2019-06-23,1,346
19381,Private bedroom in UWS Apartment,Mayumi,Manhattan,Upper West Side,40.80109,-73.96523,Private room,99,2,14,2019-07-02,1,8
19382,Charming- cozy bedroom,Carolina,Bronx,Concourse,40.82453,-73.92563,Private room,60,1,16,2018-01-01,1,0
19383,Comfortable 3 bedroom in Heart of Manhattan,Danny,Manhattan,Midtown,40.75827,-73.97091999999999,Entire home/apt,425,3,0,,1,24
19384,Share A Rustic Forte Greene studio w/ adorable cat,Stephanie,Brooklyn,Clinton Hill,40.68667,-73.9676,Entire home/apt,104,2,15,2019-05-19,2,100
19385,Share Room;Cozy;Silent and Safe 15 m to Times Sq,Baboucarr,Queens,Sunnyside,40.73913,-73.92692,Shared room,30,3,0,,12,359
19386,“Quincy Manor” in the heart of Bedford-Stuyvesant.,David,Brooklyn,Bedford-Stuyvesant,40.68858,-73.94534,Entire home/apt,100,2,20,2019-07-07,1,273
19387,Beautiful 2 BR Garden Dplx in BK (w/ opt nursery),Meriwether,Brooklyn,Bedford-Stuyvesant,40.68746,-73.95810999999999,Entire home/apt,245,5,0,,1,0
19388,Private Room with Full Amenities,Ruby,Brooklyn,Crown Heights,40.67401,-73.92833,Private room,66,1,6,2019-06-30,2,41
19389,Large bright bedroom,Thai,Bronx,Pelham Gardens,40.86437,-73.83863000000001,Private room,43,20,6,2019-06-23,2,104
19390,Modern 3 Beds in Gorgeous Building,Kim,Manhattan,Upper East Side,40.76348,-73.95884000000001,Entire home/apt,900,7,28,2019-05-05,1,340
19391,Private Bedroom in 2-floor Bushwick Apartment,Cheno,Brooklyn,Bushwick,40.68758,-73.91320999999999,Private room,50,1,2,2016-08-06,1,0
19392,Cozy Room is available in Nice apartment,Rana,Brooklyn,Sheepshead Bay,40.58568,-73.93536,Private room,85,3,0,,1,0
19393,Comfortable and lovely furnished studio apartment,Bridge,Manhattan,Upper East Side,40.761390000000006,-73.96222,Entire home/apt,80,30,4,2019-02-07,8,272
19394,Awesome room and rooftop deck in East Williamsburg,Nick,Brooklyn,Williamsburg,40.70553,-73.94266999999999,Private room,90,2,1,2016-10-17,1,0
19395,Spacious/ elegant one bed apt. - perfect location,Osh,Manhattan,Greenwich Village,40.72982,-74.00034000000001,Entire home/apt,175,2,25,2019-07-01,1,64
19396,UES Beautiful Apartment off Park Av,Natalia,Manhattan,Upper East Side,40.76786,-73.96973,Entire home/apt,280,4,23,2019-07-07,1,17
19397,Sunny Room in Queens,Jie,Queens,Flushing,40.76604,-73.79442,Private room,100,1,34,2018-10-31,2,189
19398,Cozy Studio in Historic Brownstone,Nate',Manhattan,Harlem,40.82599,-73.94545,Entire home/apt,76,1,3,2015-08-22,1,0
19399,Updated 1 bedroom heart of Chelsea,Whitney,Manhattan,Chelsea,40.74259,-74.00128000000001,Entire home/apt,160,4,11,2017-01-02,1,1
19400,Newly renovated williamsburg bedroom near subway,David,Brooklyn,Williamsburg,40.71262,-73.94466,Private room,100,2,6,2018-02-19,1,0
19401,Spacious 2BR duplex in charming brownstone,Andrew,Manhattan,Harlem,40.8287,-73.94686999999999,Entire home/apt,120,30,0,,1,94
19402,Cozy 4BD 2.5BR w/Jacuzzi & Parking,Michael,Brooklyn,Prospect-Lefferts Gardens,40.66001,-73.94664,Entire home/apt,399,3,129,2019-06-24,1,237
19403,"Bright, Modern, Spacious Duplex Apt",Gabriel,Queens,Astoria,40.76964,-73.92116999999999,Entire home/apt,90,2,28,2018-12-31,1,0
19404,Uptown 1-bdr apartment. 2 stops to Times Sq!,Vaz,Manhattan,Morningside Heights,40.81342,-73.9565,Entire home/apt,165,1,15,2019-06-16,1,27
19405,Prime West village studio apartment,Jil,Manhattan,West Village,40.72941,-74.00480999999999,Entire home/apt,150,7,0,,1,0
19406,Affordable room in Bushwick/East Williamsburg,Marisol,Brooklyn,Bushwick,40.70184,-73.93316999999999,Private room,40,4,0,,2,36
19407,Sonder | Hanover Square | Sun-Filled 1BR + Rooftop,Sonder,Manhattan,Financial District,40.70551,-74.00839,Entire home/apt,225,29,0,,96,1
19408,"Chic, stylish apartment in HEART of NYC",Nikita,Manhattan,West Village,40.7385,-74.00014,Entire home/apt,250,2,39,2019-05-27,1,0
19409,"Three ""new"" New Yorker's",Sarah,Manhattan,Upper West Side,40.79896,-73.96027,Private room,145,1,2,2018-11-08,2,0
19410,Beautiful Park Slope Room with Rooftop & Backyard,Harlan,Brooklyn,South Slope,40.66631,-73.98268,Private room,50,20,0,,1,0
19411,East Village 1 Bedroom,Allie,Manhattan,East Village,40.73136,-73.98714,Entire home/apt,140,1,48,2016-01-17,1,0
19412,30 Minutes from Manhattan Apartment by South Beach,Mirco,Staten Island,Arrochar,40.59347,-74.06914,Entire home/apt,122,1,52,2019-06-23,3,219
19413,Comfortable Futon Couch in Brooklyn,Nick,Brooklyn,Crown Heights,40.67326,-73.95366999999999,Shared room,24,5,7,2019-07-01,4,14
19414,"“One of a kind” Penthouse 
獨一無二的紐約閣樓",Anting,Manhattan,NoHo,40.72872,-73.99199,Entire home/apt,179,1,1,2019-05-26,33,187
19415,The Love Shack,Saman,Brooklyn,Greenpoint,40.71971,-73.94377,Private room,65,2,6,2019-05-21,1,20
19416,"R#1Very nice, comfortable, quiet and peaceful room",Maryna,Brooklyn,Brighton Beach,40.57717,-73.9608,Private room,95,1,7,2019-06-27,3,342
19417,Sunny private room on LowerEastSide,Carlos,Manhattan,Lower East Side,40.71334,-73.98575,Private room,40,1,0,,1,0
19418,Musician's Getaway + Full Analog Recording Studio,Joshua,Brooklyn,Bedford-Stuyvesant,40.69097,-73.94721,Private room,101,2,9,2019-05-13,1,364
19419,3BR/2.5BTH Modern Brownstone Duplex w Terrace,James,Brooklyn,Bedford-Stuyvesant,40.68855,-73.9443,Entire home/apt,204,5,28,2019-06-08,1,225
19420,Giant Private Room in Battery Park ,Zachary,Manhattan,Battery Park City,40.71029,-74.01725,Private room,100,1,4,2016-07-26,1,0
19421,"@Ferry,2Bedroom/4bed.Private,Renovated/Stylish...",Mark,Staten Island,Tompkinsville,40.63518,-74.07956,Entire home/apt,65,4,63,2019-06-27,3,191
19422,Cozy two bedroom apartment.,Renette,Brooklyn,Bedford-Stuyvesant,40.68906,-73.93675,Entire home/apt,130,3,34,2019-06-24,1,147
19423,"Sunny room in UWS, Columbia,Central Park",Alvin,Manhattan,Morningside Heights,40.80441,-73.96351999999999,Private room,85,1,46,2019-07-05,4,20
19424,Artsy Parisian Apt in Greenwich Village,Oli,Manhattan,Greenwich Village,40.73313,-73.9971,Entire home/apt,450,1,1,2019-06-26,1,156
19425,Boerum Hill Beauty,Christine,Brooklyn,Boerum Hill,40.68508,-73.98413000000001,Private room,125,1,8,2018-10-07,1,156
19426,Harlem Jewel + Extra Travel Bonus,Theresa,Manhattan,Harlem,40.81358,-73.94296,Entire home/apt,177,3,71,2019-06-19,3,199
19427,"Charming Room in Bushwick, Brooklyn Apt",Kimberly,Brooklyn,Bushwick,40.685390000000005,-73.9092,Private room,50,3,2,2016-08-15,1,0
19428,2BR  Apt - 20min to Soho,Alon,Brooklyn,Bedford-Stuyvesant,40.68016,-73.94878,Entire home/apt,280,3,5,2017-07-09,1,365
19429,"Chic, neat & cozy small 1 BR Apt",Boryana,Queens,Astoria,40.76165,-73.92179,Entire home/apt,130,5,0,,1,0
19430,Quiet and cozy,Gloria And Dmitrii,Queens,Astoria,40.7648,-73.92081,Private room,50,1,6,2018-10-30,1,0
19431,Beautiful large room Manhattan/Roosevelt Island,Dragomir,Manhattan,Roosevelt Island,40.7616,-73.95052,Private room,55,21,1,2019-03-08,1,342
19432,Central Park Slope Garden Apt,Patrick,Brooklyn,Park Slope,40.6711,-73.9772,Entire home/apt,150,7,40,2019-06-25,1,279
19433,Cozy studio in great location on Upper East Side,Alexandra,Manhattan,Upper East Side,40.77116,-73.95776,Entire home/apt,130,3,7,2019-06-26,1,5
19434,Gorgeous Spacious Bedroom In Ridgewood Queens,Mark,Queens,Ridgewood,40.70735,-73.89343000000001,Private room,20,7,0,,1,89
19435,Affordable Modern/Luxury 2 Bedroom Apt,Gesner,Brooklyn,Bedford-Stuyvesant,40.68771,-73.92281,Entire home/apt,145,2,73,2019-06-21,1,219
19436,"Exclusive Manhattan , 24 h doormen",Maria,Manhattan,Midtown,40.75293,-73.97173000000001,Private room,110,14,9,2019-06-01,1,21
19437,Private Sunny Room Near Central Park & Mount Sinai,K. Naomi,Manhattan,East Harlem,40.79477,-73.95045999999999,Private room,100,3,67,2019-05-28,3,345
19438,Bargain! Amazing location Orchard St in the LES,Tessa,Manhattan,Chinatown,40.71674,-73.99079,Private room,58,3,1,2017-08-20,1,0
19439,Spacious Brooklyn Bedroom with Natural Light,Trishia,Brooklyn,Greenpoint,40.73375,-73.9557,Private room,60,2,3,2018-06-19,1,0
19440,"Comfy 2BR + Outdoor patio/ Subway 2,3",Anu -Nicole,Brooklyn,Prospect Heights,40.67702,-73.96445,Entire home/apt,128,28,12,2019-05-09,1,256
19441,"Cozy, light, private room",Dmitry,Brooklyn,Bushwick,40.6972,-73.92697,Private room,96,3,0,,1,0
19442,Morningside Heights Gem,Claudia,Manhattan,Morningside Heights,40.80551,-73.96618000000001,Entire home/apt,125,3,1,2019-01-13,1,0
19443,East Village 1BR Apt with all the amenities,Cody,Manhattan,East Village,40.7235,-73.97963,Entire home/apt,200,2,3,2018-07-10,1,0
19444,LUX One Bedroom Doorman W&D 5133,Jeremy & Laura,Manhattan,Upper West Side,40.79433,-73.96518,Entire home/apt,200,30,1,2018-11-27,96,337
19445,Private ground floor apartment in Brooklyn,Chad Antonio,Brooklyn,East New York,40.6714,-73.87701,Entire home/apt,55,3,58,2019-06-09,1,57
19446,Charming 3bed/2ba Downtown/LES,Anastasia,Manhattan,Lower East Side,40.71815,-73.98213,Private room,400,3,6,2019-03-31,1,67
19447,Cosy apartment in Park Slope,Ginevra,Brooklyn,South Slope,40.66929,-73.98706999999999,Entire home/apt,163,5,12,2019-05-30,1,192
19448,Cozy and quiet 1 bedroom in great neighborhood,Melissa,Brooklyn,Park Slope,40.67514,-73.97598,Entire home/apt,85,2,1,2017-01-01,1,0
19449,Cozy & Large NYC Private Suite!,Bradley,Bronx,Olinville,40.88453,-73.86273,Private room,80,2,20,2019-05-03,1,188
19450,"Beautiful, Secure, Central NYC Apartment!",George,Manhattan,Midtown,40.75287,-73.97439,Entire home/apt,149,10,3,2019-01-01,1,14
19451,Cosy APt,Ali,Manhattan,Upper East Side,40.77778,-73.94893,Entire home/apt,120,5,1,2019-02-24,1,0
19452,Sunny Room in Harlem,,Manhattan,Harlem,40.82929,-73.94181999999999,Private room,28,1,1,2015-08-01,1,0
19453,Yellow Room,Mehmet,Brooklyn,Bedford-Stuyvesant,40.6847,-73.93494,Private room,50,1,4,2019-06-25,1,349
19454,Private Room & Balcony in New York,Kamala,Brooklyn,Park Slope,40.67771,-73.98151999999999,Private room,85,2,1,2015-09-12,1,0
19455,Two bedroom apartment in Brooklyn/Bed Stuy,Hp,Brooklyn,Bedford-Stuyvesant,40.67985,-73.91060999999999,Entire home/apt,95,2,50,2019-06-17,1,54
19456,Bright room with private bathroom,Elke,Manhattan,Washington Heights,40.83428,-73.94738000000001,Private room,75,2,25,2019-05-30,1,198
19457,Greenwich Village Hotspot,Dave,Manhattan,Greenwich Village,40.73008,-74.0005,Entire home/apt,500,1,0,,1,0
19458,Brightly Lit Charming 1 Bed,Mariam,Manhattan,Upper West Side,40.79394,-73.97665,Private room,89,3,1,2016-07-02,1,0
19459,Large 3 Bedroom Loft in Heart of Williamsburg,Nadira,Brooklyn,Williamsburg,40.71201,-73.95881999999999,Entire home/apt,600,3,14,2019-06-17,1,167
19460,BRIGHT Modern Spacious East Village Studio Apt,Giovanni,Manhattan,Gramercy,40.7318,-73.98321999999999,Entire home/apt,186,2,169,2019-06-24,1,0
19461,Beautiful and spacious house in Forest Hills NY,Tamar,Queens,Forest Hills,40.71655,-73.85219000000001,Entire home/apt,250,5,0,,1,53
19462,5132- Huge Studio! SWIMMING POOL,Jeremy & Laura,Manhattan,Upper West Side,40.79563,-73.9664,Entire home/apt,168,30,4,2019-03-31,96,283
19463,LOVELY Studio in Heart of Soho,Angelica,Manhattan,Greenwich Village,40.72936,-73.99911,Entire home/apt,195,4,17,2018-10-21,1,188
19464,not available,Anna,Queens,Ozone Park,40.68129,-73.84235,Private room,75,1,1,2018-10-26,2,173
19465,Bright Prospect Park Charmer,Emilia,Brooklyn,Prospect-Lefferts Gardens,40.65962,-73.96063000000001,Entire home/apt,99,4,43,2019-05-06,1,0
19466,"Sunny 1000 sqft, heart of Crown Hts",Genesis,Brooklyn,Crown Heights,40.67131,-73.94979000000001,Entire home/apt,150,5,8,2019-05-20,1,118
19467,"King Bed, Private Room in Crown Heights, Comedian",Abraham,Brooklyn,Crown Heights,40.67157,-73.94117,Private room,36,2,100,2017-07-31,1,0
19468,Luxury building Brand new Apartment in Chelsea!,Shelly,Manhattan,Chelsea,40.74438,-73.997,Entire home/apt,250,5,0,,1,60
19469,Chill Private Room in Extremely Convenient Place,Josh,Manhattan,Upper West Side,40.76986,-73.98673000000001,Private room,90,1,1,2016-08-09,1,0
19470,Waterfront Studio View of Manhattan,Carissa,Manhattan,Greenwich Village,40.72893,-73.99512,Entire home/apt,89,2,22,2019-07-05,1,11
19471,One Bedroom LOFT 2 blocks from Bedford ave L,Gosia,Brooklyn,Williamsburg,40.7179,-73.96047,Entire home/apt,105,1,24,2017-12-31,1,0
19472,Modern Duplex Studio Factory Loft,Vida,Brooklyn,Greenpoint,40.726690000000005,-73.9419,Entire home/apt,129,30,9,2019-04-30,52,325
19473,Amazing Wiliamsburg Private Room,Francis,Brooklyn,Williamsburg,40.71096,-73.96575,Private room,95,2,0,,5,211
19474,Private Room B In Prime Location,Anna,Manhattan,Chelsea,40.74729,-73.98957,Private room,115,1,162,2019-06-23,3,312
19475,Private Room in the Heart of SoHo,Harriet,Manhattan,Nolita,40.72204,-73.99705,Private room,100,2,10,2017-03-19,1,0
19476,Mesmerized Penthouse,Anting,Manhattan,NoHo,40.72886,-73.99139,Entire home/apt,179,1,0,,33,364
19477,"Spacious Room, Central Location, Historic block.",Samuel,Manhattan,Harlem,40.80339,-73.95167,Private room,71,2,64,2019-06-26,2,18
19478,Great Apartment for 2~ right next to subway~!,Deqing,Brooklyn,Clinton Hill,40.68873,-73.96523,Entire home/apt,150,7,4,2016-07-31,1,0
19479,Spacious Room in the heart of Greenwich Village!,Colleen,Manhattan,Greenwich Village,40.72807,-73.99925,Private room,99,2,5,2017-08-20,1,0
19480,Private Room on NYC's Upper West Side,Erik Joshua,Manhattan,Upper West Side,40.77988,-73.98605,Private room,95,1,50,2019-05-30,1,0
19481,"Airy, Modern, Large Room W'burg two blocks subway",Arti,Brooklyn,Williamsburg,40.71508,-73.94586,Private room,100,4,38,2019-06-12,1,10
19482,"Private! entire studio, private bath, own entrance",Walter,Brooklyn,Bushwick,40.69555,-73.93069,Entire home/apt,95,1,81,2019-07-03,4,193
19483,Private room in Williamsburg Apt,Jon,Brooklyn,Williamsburg,40.70935,-73.94614,Private room,250,1,0,,1,0
19484,Sonder | The Biltmore | Charming 1BR + Rooftop,Sonder (NYC),Manhattan,Theater District,40.76112,-73.98663,Entire home/apt,217,29,1,2019-05-31,327,337
19485,Cozy One Bedroom Apartment + Loft in East Village,Melissa,Manhattan,East Village,40.72698,-73.98649,Entire home/apt,154,3,2,2017-08-28,1,0
19486,Family House 旅行客栈,George,Queens,Fresh Meadows,40.73704,-73.79151,Entire home/apt,255,1,13,2019-06-17,5,114
19487,2 Floor-Entire Detached House 30 Min to Manhattan,Li,Queens,Rego Park,40.73082,-73.86796,Entire home/apt,109,2,68,2019-06-30,1,54
19488,"Chic, spacious, private home away from home!",Colleen,Queens,Astoria,40.76589,-73.92259,Private room,150,2,4,2019-04-28,1,0
19489,AFFORDABLE LUXURY...ENTIRE APARTMENT @ Its Best!,Festus Atu,Manhattan,Inwood,40.86856,-73.92623,Entire home/apt,300,1,12,2019-06-16,2,357
19490,Lovely exposed brick room to rent in Williamsburg,Ianthe,Brooklyn,Williamsburg,40.71225,-73.94960999999999,Private room,50,2,2,2019-07-01,1,0
19491,"Private Room In SoHo, Modern Building",Brooke,Manhattan,Nolita,40.72106,-73.99501,Private room,67,30,0,,5,137
19492,Cozy private room in Manhattan,Lucas,Manhattan,Kips Bay,40.743840000000006,-73.97851999999999,Private room,110,2,7,2019-07-01,1,175
19493,Beautiful Williamsburg Private Room,Noelle,Brooklyn,Williamsburg,40.71243,-73.95655,Private room,60,1,1,2014-09-23,1,0
19494,MANHATTAN Budget Shared Room East harlem,Andrew,Manhattan,East Harlem,40.8027,-73.9398,Shared room,75,7,1,2017-08-20,1,0
19495,"Private room in Bushwick, Brooklyn. backyard+roof!",Cortland,Brooklyn,Bushwick,40.69092,-73.91546,Private room,35,1,1,2016-07-05,1,0
19496,My cozy studio,Jennifer,Manhattan,Upper West Side,40.77873,-73.97845,Entire home/apt,285,7,0,,2,79
19497,Beautiful and Quiet Upper West Side Escape,Greg,Manhattan,Upper West Side,40.79778,-73.97232,Entire home/apt,185,2,1,2016-10-23,1,0
19498,Amazing location in SOHO! Make your visit GREAT!,Grace,Manhattan,SoHo,40.72725,-74.00288,Entire home/apt,225,2,9,2019-06-30,1,11
19499,Spacious Luxury Studio-96th and WEA,Robin,Manhattan,Upper West Side,40.7966,-73.97154,Entire home/apt,190,4,8,2016-11-27,1,0
19500,"Welcoming, Clean, Cheap on St Marks",Chase,Manhattan,East Village,40.72647,-73.98379,Private room,95,1,2,2015-11-10,2,0
19501,Beautiful Ft. Greene Apartment-NEW!,Chris,Brooklyn,Clinton Hill,40.68533,-73.96808,Entire home/apt,149,2,20,2018-12-30,1,4
19502,East Village Apartment In The Heart Of It All,Henry,Manhattan,East Village,40.727920000000005,-73.98288000000001,Private room,110,15,6,2018-06-05,1,0
19503,Private Room Loft w/Outdoor Patio in Williamsburg,Justin,Brooklyn,Williamsburg,40.72174,-73.95806999999999,Private room,125,3,1,2017-11-26,2,2
19504,"Williamsburg Loft - Spacious, Sky-High Ceilings",Jay,Brooklyn,Williamsburg,40.71095,-73.95170999999999,Private room,100,60,0,,2,157
19505,Cozy private room in luxury apartment,Linda,Manhattan,East Harlem,40.78723,-73.94949,Private room,90,3,5,2019-03-25,1,0
19506,Gorgeous apartment in West Village,Ther,Manhattan,West Village,40.73113,-74.00314,Entire home/apt,120,4,1,2016-07-06,1,0
19507,Private Apt w/2 Queen beds close to NY Attractions,Manny,Bronx,Williamsbridge,40.87699,-73.85365999999999,Entire home/apt,87,2,5,2019-06-30,2,298
19508,Spacious Private Room in Manhattan Apartment,Carina,Manhattan,Washington Heights,40.85051,-73.93579,Private room,50,4,4,2017-12-29,1,0
19509,Newly updated studio with luxury charm,Charese,Manhattan,Hell's Kitchen,40.7592,-73.99313000000001,Entire home/apt,177,25,21,2019-04-03,1,10
19510,Midtown Steal by Rockefeller Center,Maria,Manhattan,Midtown,40.75455,-73.9695,Private room,125,1,8,2019-07-03,3,123
19511,"Cozy, Quiet, 1 bedroom apartment - Lower East Side",Al,Manhattan,Lower East Side,40.7178,-73.98448,Entire home/apt,177,1,46,2019-06-23,1,31
19512,"Bright, Modern and Cozy Chelsea Studio!",Caroline,Manhattan,Chelsea,40.74118,-73.999,Entire home/apt,155,2,4,2017-10-23,1,0
19513,Beautiful apartment in great Harlem neighborhood,K.C.,Manhattan,Harlem,40.82645,-73.94457,Entire home/apt,125,3,23,2019-05-31,1,166
19514,Great renovated apartment 1 block away from train,Jessica,Manhattan,Washington Heights,40.85116,-73.93457,Entire home/apt,90,3,7,2019-06-26,1,6
19515,2 BDR apt in Brownstone Greenpoint Williamsburg,Casha,Brooklyn,Greenpoint,40.72599,-73.95498,Private room,185,1,8,2019-07-05,1,123
19516,SUNNY SAFE & COZY BRICK BEDROOM CLOSE TO NYC! <3,Jim,Bronx,Longwood,40.81624,-73.9011,Private room,50,2,0,,1,0
19517,Large room in Williamsburg,James,Brooklyn,Williamsburg,40.70939,-73.95155,Private room,77,4,1,2015-09-13,1,0
19518,"Designer owned, newly renovated Bed Stuy flat",Brad,Brooklyn,Bedford-Stuyvesant,40.68295,-73.91553,Entire home/apt,97,1,2,2019-06-26,1,92
19519,"Bright, loft-style room in prime Williamsburg",Antje,Brooklyn,Williamsburg,40.71544,-73.96003,Private room,100,5,0,,1,12
19520,Simple and clean bedroom with good view and light,Emily,Manhattan,Roosevelt Island,40.76873,-73.94397,Private room,51,1,2,2017-06-16,2,0
19521,"MARCELO’S  ROOM 
Close to JFK airport and LGA",Marcelo Y Lucio,Queens,Elmhurst,40.73125,-73.87250999999999,Private room,38,1,28,2019-07-02,4,365
